timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-04-06,2320.0,2354.5,2318.05,2341.0,2341.0,144642,0.0000,1.0
2023-04-05,2341.75,2346.6001,2308.5,2325.5,2325.5,258000,0.0000,1.0
2023-04-04,2331.75,2331.75,2331.75,2331.75,2331.75,0,0.0000,1.0
2023-04-03,2345.1001,2349.1499,2315.0,2331.75,2331.75,214215,0.0000,1.0
2023-03-31,2256.0,2343.0,2254.55,2331.05,2331.05,617169,0.0000,1.0
2023-03-29,2241.8999,2245.0,2211.25,2235.25,2235.25,159031,0.0000,1.0
2023-03-28,2241.25,2256.0,2237.5,2247.95,2247.95,113718,0.0000,1.0
2023-03-27,2215.5,2254.0,2200.5,2237.5,2237.5,315446,0.0000,1.0
2023-03-24,2247.6001,2250.0,2198.0,2203.5,2203.5,178216,0.0000,1.0
2023-03-23,2270.0,2270.0,2243.75,2247.55,2247.55,208447,0.0000,1.0
2023-03-22,2280.1001,2291.3,2270.0,2276.6499,2276.6499,230717,0.0000,1.0
2023-03-21,2222.0,2273.8501,2218.0,2270.05,2270.05,441746,0.0000,1.0
2023-03-20,2223.0,2223.0,2180.0,2201.6001,2201.6001,225747,0.0000,1.0
2023-03-17,2249.0,2251.55,2212.8999,2223.05,2223.05,366281,0.0000,1.0
2023-03-16,2237.05,2254.95,2202.3,2226.05,2226.05,253732,0.0000,1.0
2023-03-15,2284.8999,2299.0,2228.0,2236.8501,2236.8501,422737,0.0000,1.0
2023-03-14,2281.1499,2305.0,2269.6499,2276.5,2276.5,329326,0.0000,1.0
2023-03-13,2328.0,2344.0,2275.0,2284.8999,2284.8999,330968,0.0000,1.0
2023-03-10,2343.3,2343.3,2315.2,2323.1499,2323.1499,337306,0.0000,1.0
2023-03-09,2419.8999,2419.8999,2356.1499,2360.1499,2360.1499,299619,0.0000,1.0
2023-03-08,2401.2,2420.0,2386.45,2417.55,2417.55,99782,0.0000,1.0
2023-03-06,2395.0,2424.5,2395.0,2407.8,2407.8,168847,0.0000,1.0
2023-03-03,2344.0,2393.0,2340.8999,2385.05,2385.05,266949,0.0000,1.0
2023-03-02,2331.0,2350.8,2321.7,2327.8501,2327.8501,89972,0.0000,1.0
2023-03-01,2342.2,2345.5,2323.55,2343.25,2343.25,183724,0.0000,1.0
2023-02-28,2375.0,2375.0,2314.75,2321.95,2321.95,300235,0.0000,1.0
2023-02-27,2378.6001,2389.0,2352.45,2369.1001,2369.1001,247454,0.0000,1.0
2023-02-24,2375.0,2395.6001,2368.6499,2385.8,2385.8,249650,0.0000,1.0
2023-02-23,2376.0,2394.95,2361.5,2367.55,2367.55,265844,0.0000,1.0
2023-02-22,2428.0,2430.0,2376.05,2379.0,2379.0,288637,0.0000,1.0
2023-02-21,2421.0,2446.0,2412.45,2434.5,2434.5,167774,0.0000,1.0
2023-02-20,2440.3999,2449.45,2410.3501,2415.3,2415.3,221415,0.0000,1.0
2023-02-17,2424.95,2446.8999,2410.6001,2439.8501,2439.8501,105936,0.0000,1.0
2023-02-16,2450.0,2463.0,2425.0,2429.6499,2429.6499,277368,0.0000,1.0
2023-02-15,2387.8,2437.0,2375.0,2430.1001,2430.1001,367072,0.0000,1.0
2023-02-14,2325.2,2381.0,2324.0,2377.3999,2377.3999,124813,0.0000,1.0
2023-02-13,2337.6001,2350.0,2314.05,2322.75,2322.75,79836,0.0000,1.0
2023-02-10,2357.0,2357.0,2321.6001,2336.3501,2336.3501,127318,0.0000,1.0
2023-02-09,2357.3501,2370.8,2334.05,2355.3999,2355.3999,88852,0.0000,1.0
2023-02-08,2311.3,2359.6001,2307.1499,2351.8,2351.8,268850,0.0000,1.0
2023-02-07,2312.0,2327.0,2293.1001,2305.8999,2305.8999,225094,0.0000,1.0
2023-02-06,2325.0,2325.0,2306.75,2311.5,2311.5,206263,0.0000,1.0
2023-02-03,2345.0,2347.8999,2293.2,2329.05,2329.05,148804,0.0000,1.0
2023-02-02,2325.0,2347.7,2311.3501,2326.8,2326.8,104181,0.0000,1.0
2023-02-01,2380.0,2380.8999,2305.0,2338.05,2338.05,573669,0.0000,1.0
2023-01-31,2385.0,2386.1001,2341.7,2353.8999,2353.8999,100296,0.0000,1.0
2023-01-30,2337.75,2369.3999,2301.1499,2351.3,2351.3,1392194,0.0000,1.0
2023-01-27,2381.95,2388.05,2312.1001,2337.75,2337.75,452582,0.0000,1.0
2023-01-25,2410.0,2414.8,2381.0,2382.95,2382.95,103914,0.0000,1.0
2023-01-24,2432.5,2443.8999,2388.6499,2415.1499,2415.1499,349349,0.0000,1.0
2023-01-23,2450.0,2466.0,2426.0,2429.6001,2429.6001,213860,0.0000,1.0
