timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-03-09,1633.45,1644.95,1626.95,1631.55,1631.55,159511,0.0000,1.0
2023-03-08,1622.0,1639.5,1621.2,1630.4,1630.4,264522,0.0000,1.0
2023-03-06,1618.0,1638.6,1618.0,1626.35,1626.35,85501,0.0000,1.0
2023-03-03,1596.0,1619.45,1587.65,1615.55,1615.55,153928,0.0000,1.0
2023-03-02,1590.55,1606.0,1582.2,1584.65,1584.65,52670,0.0000,1.0
2023-03-01,1606.5,1612.35,1595.3,1597.75,1597.75,135141,0.0000,1.0
2023-02-28,1592.65,1605.1,1588.8,1601.25,1601.25,52860,0.0000,1.0
2023-02-27,1585.0,1598.6,1577.15,1592.65,1592.65,65707,0.0000,1.0
2023-02-24,1619.35,1619.35,1585.25,1588.45,1588.45,99482,0.0000,1.0
2023-02-23,1613.05,1616.6,1592.3,1603.35,1603.35,149432,0.0000,1.0
2023-02-22,1639.2,1642.05,1608.9,1614.55,1614.55,109948,0.0000,1.0
2023-02-21,1637.0,1661.45,1635.0,1646.95,1646.95,58177,0.0000,1.0
2023-02-20,1657.55,1668.7,1634.55,1639.8,1639.8,119852,0.0000,1.0
2023-02-17,1640.0,1667.0,1640.0,1656.3,1656.3,102568,0.0000,1.0
2023-02-16,1670.6,1681.35,1661.0,1664.75,1664.75,54057,0.0000,1.0
2023-02-15,1673.0,1676.35,1657.4,1668.7,1668.7,54882,0.0000,1.0
2023-02-14,1661.0,1677.4,1659.0,1673.3,1673.3,133486,0.0000,1.0
2023-02-13,1656.45,1661.85,1644.45,1658.6,1658.6,58313,0.0000,1.0
2023-02-10,1646.0,1658.5,1643.2,1656.45,1656.45,43596,0.0000,1.0
2023-02-09,1661.0,1661.0,1635.5,1649.3,1649.3,55343,0.0000,1.0
2023-02-08,1651.55,1668.1,1648.1,1653.6,1653.6,55799,0.0000,1.0
2023-02-07,1652.35,1661.0,1632.25,1653.4,1653.4,105902,0.0000,1.0
2023-02-06,1658.7,1669.25,1646.65,1651.75,1651.75,59797,0.0000,1.0
2023-02-03,1617.0,1660.1,1609.8,1658.7,1658.7,201802,0.0000,1.0
2023-02-02,1614.95,1623.7,1589.15,1603.25,1603.25,94943,0.0000,1.0
2023-02-01,1616.25,1664.15,1606.75,1627.05,1627.05,423801,0.0000,1.0
2023-01-31,1617.8,1622.7,1595.0,1603.45,1603.45,172413,0.0000,1.0
2023-01-30,1602.0,1625.0,1582.05,1614.3,1614.3,197159,0.0000,1.0
2023-01-27,1644.15,1644.15,1590.35,1615.85,1615.85,153631,0.0000,1.0
2023-01-25,1688.5,1692.7,1645.35,1648.2,1648.2,137329,0.0000,1.0
2023-01-24,1677.7,1702.0,1675.5,1695.3,1695.3,127434,0.0000,1.0
2023-01-23,1661.25,1683.3,1661.25,1672.65,1672.65,85267,0.0000,1.0
2023-01-20,1643.8,1668.0,1642.6,1660.8,1660.8,758155,0.0000,1.0
2023-01-19,1630.05,1649.35,1630.05,1644.1,1644.1,94163,0.0000,1.0
2023-01-18,1607.9,1641.0,1601.0,1636.95,1636.95,161546,0.0000,1.0
2023-01-17,1592.0,1610.8,1577.7,1608.6,1608.6,261717,0.0000,1.0
2023-01-16,1624.4,1624.4,1580.15,1585.25,1585.25,282529,0.0000,1.0
2023-01-13,1598.0,1609.95,1586.1,1600.85,1600.85,92544,0.0000,1.0
2023-01-12,1585.25,1603.8,1584.35,1599.7,1599.7,109871,0.0000,1.0
2023-01-11,1570.6,1598.0,1560.05,1590.8,1590.8,132591,0.0000,1.0
2023-01-10,1597.45,1598.05,1565.15,1569.3,1569.3,195939,0.0000,1.0
2023-01-09,1595.8,1611.0,1590.05,1597.4,1597.4,196695,0.0000,1.0
2023-01-06,1599.75,1608.9,1578.5,1594.35,1594.35,175478,0.0000,1.0
2023-01-05,1614.3,1618.2,1590.0,1599.7,1599.7,152796,0.0000,1.0
2023-01-04,1635.0,1645.75,1607.45,1610.55,1610.55,155737,0.0000,1.0
2023-01-03,1624.55,1643.6,1624.55,1639.7,1639.7,175881,0.0000,1.0
2023-01-02,1622.05,1639.0,1618.65,1629.15,1629.15,125622,0.0000,1.0
2022-12-30,1643.5,1644.0,1620.0,1627.3,1627.3,50172,0.0000,1.0
2022-12-29,1618.15,1643.4,1611.1,1640.9,1640.9,83082,0.0000,1.0
2022-12-28,1629.0,1632.9,1623.0,1629.45,1629.45,132818,0.0000,1.0
2022-12-27,1632.3,1635.7,1615.0,1630.65,1630.65,90688,0.0000,1.0
2022-12-26,1591.0,1638.95,1591.0,1628.15,1628.15,160140,0.0000,1.0
2022-12-23,1583.0,1604.0,1583.0,1597.65,1597.65,90003,0.0000,1.0
2022-12-22,1620.0,1627.2,1609.0,1610.75,1610.75,78265,0.0000,1.0
2022-12-21,1642.0,1644.75,1607.15,1617.35,1617.35,64017,0.0000,1.0
2022-12-20,1621.0,1637.1,1621.0,1631.45,1631.45,103214,0.0000,1.0
2022-12-19,1640.65,1646.5,1626.7,1644.5,1644.5,69630,0.0000,1.0
2022-12-16,1620.0,1644.9,1609.0,1638.7,1638.7,78667,0.0000,1.0
2022-12-15,1652.1,1669.85,1626.7,1630.7,1630.7,76416,0.0000,1.0
2022-12-14,1651.55,1664.8,1649.4,1661.6,1661.6,250557,0.0000,1.0
2022-12-13,1652.0,1657.35,1645.4,1648.35,1648.35,2513494,0.0000,1.0
2022-12-12,1621.05,1653.4,1621.05,1643.55,1643.55,322666,0.0000,1.0
2022-12-09,1624.0,1634.0,1619.3,1631.3,1631.3,250914,0.0000,1.0
2022-12-08,1611.05,1626.0,1604.35,1619.5,1619.5,6497924,0.0000,1.0
2022-12-07,1610.0,1618.75,1604.25,1609.95,1609.95,108431,0.0000,1.0
2022-12-06,1600.25,1613.95,1600.25,1611.95,1611.95,133795,0.0000,1.0
2022-12-05,1607.0,1614.55,1596.4,1612.3,1612.3,158848,0.0000,1.0
2022-12-02,1610.35,1616.75,1605.05,1607.1,1607.1,169170,0.0000,1.0
2022-12-01,1618.0,1636.95,1615.0,1619.15,1619.15,295851,0.0000,1.0
