timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2022-12-28,86.98,88.04,85.94,86.02,86.02,19523176,0.0000,1.0
2022-12-27,88.795,88.94,87.01,87.39,87.39,20097346,0.0000,1.0
2022-12-23,87.11,89.545,87.07,89.23,89.23,23003035,0.0000,1.0
2022-12-22,88.16,88.54,86.32,87.76,87.76,27658293,0.0000,1.0
2022-12-21,89.08,90.22,88.32,89.58,89.58,24745637,0.0000,1.0
2022-12-20,88.11,89.175,87.4401,89.02,89.02,23453836,0.0000,1.0
2022-12-19,90.255,90.56,88.21,88.44,88.44,29493030,0.0000,1.0
2022-12-16,90.76,91.33,89.52,90.26,90.26,58011847,0.0000,1.0
2022-12-15,93.13,93.64,90.01,90.86,90.86,40107033,0.0000,1.0
2022-12-14,95.2,96.87,93.6,95.07,95.07,28733599,0.0000,1.0
2022-12-13,97.76,99.53,95.03,95.63,95.63,40593656,0.0000,1.0
2022-12-12,92.71,93.56,91.61,93.31,93.31,29009013,0.0000,1.0
2022-12-09,93.77,94.26,92.75,92.83,92.83,28225448,0.0000,1.0
2022-12-08,95.38,95.58,93.45,93.71,93.71,32213288,0.0000,1.0
2022-12-07,96.41,96.8811,94.715,94.94,94.94,31045449,0.0000,1.0
2022-12-06,99.3,99.78,96.42,96.98,96.98,24910655,0.0000,1.0
2022-12-05,99.4,101.38,99.0,99.48,99.48,24405087,0.0000,1.0
2022-12-02,99.05,100.77,98.9,100.44,100.44,21480703,0.0000,1.0
2022-12-01,101.02,102.25,100.25,100.99,100.99,28687096,0.0000,1.0
2022-11-30,94.82,101.04,94.42,100.99,100.99,43647481,0.0000,1.0
2022-11-29,95.73,96.12,94.11,95.19,95.19,20061720,0.0000,1.0
2022-11-28,97.0363,97.58,95.61,96.05,96.05,26252433,0.0000,1.0
2022-11-25,98.24,98.64,97.4,97.46,97.46,9701441,0.0000,1.0
2022-11-23,97.09,98.76,97.09,98.46,98.46,18868092,0.0000,1.0
2022-11-22,95.95,97.22,94.05,97.05,97.05,23438480,0.0000,1.0
2022-11-21,97.29,98.4,95.355,95.6,95.6,21647387,0.0000,1.0
2022-11-18,98.77,98.9,96.37,97.43,97.43,28342297,0.0000,1.0
2022-11-17,96.97,99.28,96.79,98.36,98.36,26052599,0.0000,1.0
2022-11-16,97.9,99.6375,97.64,98.85,98.85,29105154,0.0000,1.0
2022-11-15,98.26,100.14,96.71,98.44,98.44,41640816,0.0000,1.0
2022-11-14,95.09,96.79,94.51,95.7,95.7,30179539,0.0000,1.0
2022-11-11,94.69,96.93,93.92,96.41,96.41,33090482,0.0000,1.0
2022-11-10,92.25,94.39,91.61,93.94,93.94,51620136,0.0000,1.0
2022-11-09,88.45,89.435,87.28,87.32,87.32,31769099,0.0000,1.0
2022-11-08,88.9,90.32,87.5901,88.9,88.9,30429025,0.0000,1.0
2022-11-07,87.28,88.9,86.85,88.49,88.49,34078912,0.0000,1.0
2022-11-04,85.4,86.64,83.71,86.58,86.58,51124904,0.0000,1.0
2022-11-03,86.32,86.52,83.34,83.43,83.43,61288019,0.0000,1.0
2022-11-02,90.94,91.18,86.88,86.97,86.97,57038282,0.0000,1.0
2022-11-01,95.45,96.03,90.37,90.47,90.47,47161351,0.0000,1.0
2022-10-31,95.42,96.03,93.98,94.51,94.51,31675036,0.0000,1.0
