timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-04-26,321.36,325.9,320.47,321.15,321.15,4613351,0.0000,1.0
2023-04-25,328.5,328.655,321.1,322.55,322.55,5426642,0.0000,1.0
2023-04-24,330.2,334.66,326.75,329.02,329.02,5586627,0.0000,1.0
2023-04-21,323.0,328.29,319.5,327.98,327.98,6348000,0.0000,1.0
2023-04-20,320.39,331.4298,318.33,325.35,325.35,9947800,0.0000,1.0
2023-04-19,324.21,325.75,316.1,323.12,323.12,22128267,0.0000,1.0
2023-04-18,335.0,337.19,330.5,333.7,333.7,17944496,0.0000,1.0
2023-04-17,338.0,338.39,327.5,332.72,332.72,6104222,0.0000,1.0
2023-04-14,342.94,344.853,336.41,338.63,338.63,5350508,0.0000,1.0
2023-04-13,339.99,346.43,338.75,346.19,346.19,7406437,0.0000,1.0
2023-04-12,340.81,342.8,330.04,331.03,331.03,3965440,0.0000,1.0
2023-04-11,343.45,347.14,337.635,338.21,338.21,4044778,0.0000,1.0
2023-04-10,335.27,339.88,333.36,338.99,338.99,2657898,0.0000,1.0
2023-04-06,339.34,340.48,332.63,339.33,339.33,4660542,0.0000,1.0
2023-04-05,345.3,345.43,336.2526,342.35,342.35,4205545,0.0000,1.0
2023-04-04,348.49,349.8,343.95,346.75,346.75,3298072,0.0000,1.0
2023-04-03,341.83,348.58,340.4001,348.28,348.28,4413650,0.0000,1.0
2023-03-31,340.05,345.84,337.2001,345.48,345.48,5610161,0.0000,1.0
2023-03-30,340.2699,343.29,335.3,338.43,338.43,7131468,0.0000,1.0
2023-03-29,326.29,332.85,325.73,332.03,332.03,6287336,0.0000,1.0
2023-03-28,326.06,333.32,321.28,323.52,323.52,6489388,0.0000,1.0
2023-03-27,327.55,336.44,324.41,327.66,327.66,8625763,0.0000,1.0
2023-03-24,320.63,331.83,320.63,328.39,328.39,13004085,0.0000,1.0
2023-03-23,304.68,322.78,304.14,320.37,320.37,15653347,0.0000,1.0
2023-03-22,306.31,306.45,293.54,293.9,293.9,5808035,0.0000,1.0
2023-03-21,306.32,307.92,300.43,305.79,305.79,4886279,0.0000,1.0
2023-03-20,299.79,307.5,296.0,305.13,305.13,5113430,0.0000,1.0
2023-03-17,310.06,310.76,300.0,303.5,303.5,6918777,0.0000,1.0
2023-03-16,304.75,316.6,301.71,310.06,310.06,7912371,0.0000,1.0
2023-03-15,292.51,306.31,292.28,303.79,303.79,9215340,0.0000,1.0
2023-03-14,295.97,297.45,290.31,294.94,294.94,5956692,0.0000,1.0
2023-03-13,287.34,299.24,285.3301,293.51,293.51,6292385,0.0000,1.0
2023-03-10,297.905,298.79,289.0,292.76,292.76,5759315,0.0000,1.0
2023-03-09,312.08,312.51,294.88,297.78,297.78,7443350,0.0000,1.0
2023-03-08,309.29,311.83,305.75,311.79,311.79,3479474,0.0000,1.0
2023-03-07,312.675,314.3,306.6226,308.47,308.47,4553082,0.0000,1.0
