timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2023-03-06,317.0,323.3,311.8412,312.03,312.03,5660743,0.0000,1.0
2023-03-03,315.45,317.49,310.82,315.18,315.18,5953319,0.0000,1.0
2023-03-02,310.96,315.57,310.38,311.88,311.88,4921053,0.0000,1.0
2023-03-01,321.55,326.6,312.36,313.48,313.48,4911311,0.0000,1.0
2023-02-28,323.7,327.62,321.17,322.13,322.13,3676075,0.0000,1.0
2023-02-27,323.87,330.0,322.121,323.03,323.03,6142580,0.0000,1.0
2023-02-24,319.3,321.5,314.52,317.15,317.15,6830692,0.0000,1.0
2023-02-23,331.23,331.28,314.3,323.65,323.65,13238673,0.0000,1.0
2023-02-22,337.5,341.91,332.82,334.88,334.88,4546249,0.0000,1.0
2023-02-21,342.85,344.1253,336.4177,337.5,337.5,5710292,0.0000,1.0
2023-02-17,347.905,349.0,342.44,347.96,347.96,5294727,0.0000,1.0
2023-02-16,355.0,361.5,350.31,350.71,350.71,5215726,0.0000,1.0
2023-02-15,356.63,362.88,354.24,361.42,361.42,3969945,0.0000,1.0
2023-02-14,357.55,363.75,353.4,359.96,359.96,4624758,0.0000,1.0
2023-02-13,349.5,359.7034,344.25,358.57,358.57,7134445,0.0000,1.0
2023-02-10,359.16,362.14,347.14,347.36,347.36,7291096,0.0000,1.0
2023-02-09,372.41,373.83,361.7444,362.5,362.5,6901100,0.0000,1.0
2023-02-08,360.02,368.193,358.31,366.83,366.83,6253179,0.0000,1.0
2023-02-07,358.51,364.1799,354.18,362.95,362.95,6289368,0.0000,1.0
2023-02-06,363.642,368.45,360.68,361.48,361.48,4994942,0.0000,1.0
2023-02-03,359.08,379.4301,359.0,365.9,365.9,9402034,0.0000,1.0
2023-02-02,365.16,368.32,358.43,366.89,366.89,7856952,0.0000,1.0
2023-02-01,353.86,365.385,349.91,361.99,361.99,8005170,0.0000,1.0
2023-01-31,349.98,355.95,348.71,353.86,353.86,5660738,0.0000,1.0
2023-01-30,358.44,360.95,352.855,353.11,353.11,5127593,0.0000,1.0
2023-01-27,363.2,365.92,360.59,360.77,360.77,6703548,0.0000,1.0
2023-01-26,368.77,369.02,361.7,364.87,364.87,8256844,0.0000,1.0
2023-01-25,360.57,368.8999,358.501,367.96,367.96,7766907,0.0000,1.0
2023-01-24,357.53,365.65,355.1401,363.83,363.83,11796528,0.0000,1.0
2023-01-23,341.715,362.2453,340.6329,357.42,357.42,15646853,0.0000,1.0
2023-01-20,336.79,344.0,332.625,342.5,342.5,28430339,0.0000,1.0
2023-01-19,322.57,324.89,313.39,315.78,315.78,18008195,0.0000,1.0
2023-01-18,326.75,330.08,321.25,326.33,326.33,7814115,0.0000,1.0
2023-01-17,331.08,332.5,323.6,326.22,326.22,9246987,0.0000,1.0
2023-01-13,329.97,336.65,328.885,332.82,332.82,8286816,0.0000,1.0
2023-01-12,332.5,332.95,323.14,330.13,330.13,10856246,0.0000,1.0
2023-01-11,326.5,328.88,321.35,327.26,327.26,9579681,0.0000,1.0
2023-01-10,311.07,329.35,311.07,327.54,327.54,13072286,0.0000,1.0
2023-01-09,316.83,321.7,313.22,315.17,315.17,6766628,0.0000,1.0
2023-01-06,311.57,316.77,303.69,315.55,315.55,8959839,0.0000,1.0
2023-01-05,307.0,314.18,304.545,309.7,309.7,8328390,0.0000,1.0
2023-01-04,298.24,311.135,295.51,309.41,309.41,9345054,0.0000,1.0
2023-01-03,298.06,298.39,288.7,294.95,294.95,6763964,0.0000,1.0
2022-12-30,285.53,295.01,283.22,294.88,294.88,7566892,0.0000,1.0
2022-12-29,283.18,295.4999,281.01,291.12,291.12,9588527,0.0000,1.0
2022-12-28,281.92,285.19,273.41,276.88,276.88,5964369,0.0000,1.0
2022-12-27,293.19,293.57,282.13,284.17,284.17,5778098,0.0000,1.0
2022-12-23,296.18,298.4614,291.91,294.965,294.965,4251108,0.0000,1.0
2022-12-22,298.09,298.88,290.8131,297.75,297.75,7856192,0.0000,1.0
2022-12-21,289.99,300.66,286.5,297.96,297.96,6376173,0.0000,1.0
2022-12-20,281.24,289.28,280.81,288.19,288.19,6918114,0.0000,1.0
2022-12-19,289.73,292.25,286.13,288.3,288.3,6163667,0.0000,1.0
2022-12-16,288.76,294.7199,288.7,290.71,290.71,14080045,0.0000,1.0
2022-12-15,302.12,303.39,286.55,290.41,290.41,17724556,0.0000,1.0
2022-12-14,318.97,324.71,314.42,317.83,317.83,7543291,0.0000,1.0
2022-12-13,328.0,332.7236,317.199,320.34,320.34,10756428,0.0000,1.0
2022-12-12,320.0,323.18,308.85,315.18,315.18,10148614,0.0000,1.0
2022-12-09,321.45,329.0,319.52,320.01,320.01,14364032,0.0000,1.0
2022-12-08,309.11,312.38,304.8098,310.26,310.26,7205326,0.0000,1.0
2022-12-07,306.5,309.61,302.1,308.42,308.42,7821634,0.0000,1.0
2022-12-06,311.0,313.2231,303.13,305.56,305.56,7195395,0.0000,1.0
2022-12-05,316.46,322.77,310.92,312.59,312.59,8423029,0.0000,1.0
2022-12-02,310.49,321.99,310.0,320.41,320.41,12690602,0.0000,1.0
2022-12-01,303.99,319.8,303.03,316.95,316.95,14664866,0.0000,1.0
